"row_names","CompanyID","Column_Rating","Company_Name","Location","HQ_Address","Size","Founded","type_of_ownership","Industry","Sector","Revenue","Competitors","company_txt","Company_Age"
"384",648,3.2,"The Climate Corporation
3.2","San Francisco, CA","San Francisco, CA","501 - 1000 ",2006,"Subsidiary or Business Segment","Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable","Granular, Intuit, John Deere","The Climate Corporation",15
"385",651,3.5,"Crossix Solutions
3.5","New York, NY","New York, NY","201 - 500 ",2005,"Company - Public","Advertising & Marketing","Business Services","Unknown / Non-Applicable","-1","Crossix Solutions",16
"386",653,4.2,"Clarity Insights
4.2","Charlotte, NC","Chicago, IL","201 - 500 ",2008,"Company - Private","IT Services","Information Technology","Unknown / Non-Applicable","-1","Clarity Insights",13
"387",654,4.2,"The Church of Jesus Christ of Latter-day Saints
4.2","Salt Lake City, UT","Salt Lake City, UT","10000+ ",-1,"Nonprofit Organization","Religious Organizations","Non-Profit","Unknown / Non-Applicable","-1","The Church of Jesus Christ of Latter-day Saints",-1
"388",655,3.1,"NCSOFT
3.1","Aliso Viejo, CA","Seoul, South Korea","1001 - 5000 ",1997,"Company - Public","Video Games","Media","$10+ billion (USD)","Blizzard Entertainment, Riot Games, Electronic Arts","NCSOFT",24
"389",658,3.9,"GSK
3.9","Cambridge, MA","Brentford, United Kingdom","10000+ ",1830,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)","Pfizer, AstraZeneca, Merck","GSK",191
"390",660,4.3,"Factual
4.3","Los Angeles, CA","Los Angeles, CA","51 - 200 ",2008,"Company - Private","Computer Hardware & Software","Information Technology","Unknown / Non-Applicable","Foursquare","Factual",13
"391",661,3.3,"TriNet
3.3","Dublin, CA","Dublin, CA","1001 - 5000 ",1988,"Company - Public","Consulting","Business Services","$2 to $5 billion (USD)","Paychex, Insperity, ADP","TriNet",33
"392",662,3.9,"Signpost
3.9","New York, NY","New York, NY","201 - 500 ",2010,"Company - Private","Internet","Information Technology","$10 to $25 million (USD)","-1","Signpost",11
"393",664,4,"Adobe
4.0","San Jose, CA","San Jose, CA","10000+ ",1982,"Company - Public","Computer Hardware & Software","Information Technology","$5 to $10 billion (USD)","Apple, Microsoft","Adobe",39
"394",672,3.2,"Equian LLC
3.2","Franklin, TN","Indianapolis, IN","1001 - 5000 ",2004,"Company - Private","Health Care Services & Hospitals","Health Care","Unknown / Non-Applicable","-1","Equian LLC",17
"395",676,3.2,"Information Builders
3.2","New York, NY","New York, NY","1001 - 5000 ",1975,"Company - Private","Computer Hardware & Software","Information Technology","Unknown / Non-Applicable","Qlik, Tableau Software, Informatica","Information Builders",46
"396",678,3.8,"Novartis
3.8","Cambridge, MA","Basel, Switzerland","10000+ ",1996,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)","-1","Novartis",25
"397",687,3.7,"The Hanover Insurance Group
3.7","Worcester, MA","Worcester, MA","5001 - 10000 ",1852,"Company - Public","Insurance Carriers","Insurance","$5 to $10 billion (USD)","-1","The Hanover Insurance Group",169
"398",689,3,"Greenway Health
3.0","Tampa, FL","Tampa, FL","1001 - 5000 ",1977,"Subsidiary or Business Segment","Enterprise Software & Network Solutions","Information Technology","$100 to $500 million (USD)","eClinicalWorks, NextGen Healthcare, athenahealth","Greenway Health",44
"399",690,3.8,"Fareportal
3.8","New York, NY","New York, NY","1001 - 5000 ",2002,"Company - Private","Travel Agencies","Travel & Tourism","$2 to $5 billion (USD)","Expedia Group, Orbitz Worldwide, Priceline.com","Fareportal",19
"400",701,4.7,"Confluent
4.7","Mountain View, CA","Mountain View, CA","501 - 1000 ",2014,"Company - Private","Computer Hardware & Software","Information Technology","$100 to $500 million (USD)","-1","Confluent",7
"401",704,3.9,"Life360
3.9","San Francisco, CA","San Francisco, CA","51 - 200 ",2008,"Company - Public","Computer Hardware & Software","Information Technology","Unknown / Non-Applicable","-1","Life360",13
"402",705,3.6,"IQVIA
3.6","Plymouth Meeting, PA","Durham, NC","10000+ ",2017,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$2 to $5 billion (USD)","PPD, INC Research, PRA Health Sciences","IQVIA",4
"403",706,3.6,"MassMutual
3.6","Boston, MA","Springfield, MA","5001 - 10000 ",1851,"Company - Private","Insurance Carriers","Insurance","$10+ billion (USD)","-1","MassMutual",170
"404",707,3.9,"GSK
3.9","Cambridge, MA","Brentford, United Kingdom","10000+ ",1830,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)","Pfizer, AstraZeneca, Merck","GSK",191
"405",708,4.4,"Eventbrite
4.4","Nashville, TN","San Francisco, CA","1001 - 5000 ",2006,"Company - Public","Internet","Information Technology","$100 to $500 million (USD)","See Tickets, TicketWeb, Vendini","Eventbrite",15
"406",711,3.6,"Riverside Research Institute
3.6","Beavercreek, OH","Arlington, VA","501 - 1000 ",1967,"Nonprofit Organization","Federal Agencies","Government","$50 to $100 million (USD)","-1","Riverside Research Institute",54
"407",712,3.2,"Numeric, LLC
3.2","Allentown, PA","Chadds Ford, PA","1 - 50 ",-1,"Company - Private","Staffing & Outsourcing","Business Services","$5 to $10 million (USD)","-1","Numeric, LLC",-1
"408",714,4.2,"The Church of Jesus Christ of Latter-day Saints
4.2","Salt Lake City, UT","Salt Lake City, UT","10000+ ",-1,"Nonprofit Organization","Religious Organizations","Non-Profit","Unknown / Non-Applicable","-1","The Church of Jesus Christ of Latter-day Saints",-1
"409",718,3.1,"Icon Health and Fitness
3.1","Logan, UT","Logan, UT","1001 - 5000 ",1977,"Company - Private","Consumer Products Manufacturing","Manufacturing","$500 million to $1 billion (USD)","Life Fitness, Brooks Running, Under Armour","Icon Health and Fitness",44
"410",719,3.8,"Shipt
3.8","Birmingham, AL","Birmingham, AL","501 - 1000 ",2014,"Subsidiary or Business Segment","Consumer Product Rental","Consumer Services","Unknown / Non-Applicable","-1","Shipt",7
"411",725,4,"Novetta
4.0","Herndon, VA","Mc Lean, VA","501 - 1000 ",2012,"Company - Private","Enterprise Software & Network Solutions","Information Technology","$100 to $500 million (USD)","Leidos, CACI International, Booz Allen Hamilton","Novetta",9
"412",727,4,"Novetta
4.0","Reston, VA","Mc Lean, VA","501 - 1000 ",2012,"Company - Private","Enterprise Software & Network Solutions","Information Technology","$100 to $500 million (USD)","Leidos, CACI International, Booz Allen Hamilton","Novetta",9
"413",730,3.6,"MassMutual
3.6","Boston, MA","Springfield, MA","5001 - 10000 ",1851,"Company - Private","Insurance Carriers","Insurance","$10+ billion (USD)","-1","MassMutual",170
"414",732,3.8,"Novartis
3.8","Cambridge, MA","Basel, Switzerland","10000+ ",1996,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)","-1","Novartis",25
"415",734,3.2,"Numeric, LLC
3.2","Phila, PA","Chadds Ford, PA","1 - 50 ",-1,"Company - Private","Staffing & Outsourcing","Business Services","$5 to $10 million (USD)","-1","Numeric, LLC",-1
"416",737,3.8,"Novartis
3.8","Cambridge, MA","Basel, Switzerland","10000+ ",1996,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)","-1","Novartis",25
"417",738,4.5,"Demandbase
4.5","San Francisco, CA","San Francisco, CA","201 - 500 ",2006,"Company - Private","Computer Hardware & Software","Information Technology","$100 to $500 million (USD)","Engagio, Bombora, Terminus","Demandbase",15
"418",741,-1,"Monte Rosa Therapeutics","Cambridge, MA","-1","unknown",-1,"Other Organization","-1","-1","Unknown / Non-Applicable","-1","Monte Rosa Therapeutic",-1
"419",744,3.4,"IntraEdge
3.4","Scottsdale, AZ","Chandler, AZ","501 - 1000 ",2002,"Company - Private","IT Services","Information Technology","$50 to $100 million (USD)","-1","IntraEdge",19
"420",747,3.3,"Peraton
3.3","Chantilly, VA","Herndon, VA","1001 - 5000 ",2017,"Company - Private","Aerospace & Defense","Aerospace & Defense","$1 to $2 billion (USD)","-1","Peraton",4
"421",752,3.8,"COUNTRY Financial
3.8","Bloomington, IL","Bloomington, IL","1001 - 5000 ",1925,"Company - Private","Insurance Carriers","Insurance","$2 to $5 billion (USD)","Northwestern Mutual, American Family Insurance, MetLife","COUNTRY Financial",96
"422",755,3.9,"Tapjoy
3.9","San Francisco, CA","San Francisco, CA","201 - 500 ",2007,"Company - Private","Internet","Information Technology","$10 to $25 million (USD)","FLURRY, Chartboost","Tapjoy",14
"423",757,4.1,"Mentor Graphics
4.1","Fremont, CA","Wilsonville, OR","5001 - 10000 ",1981,"Company - Public","Computer Hardware & Software","Information Technology","$1 to $2 billion (USD)","Cadence Design Systems, Synopsys, Altium Limited","Mentor Graphics",40
"424",758,3.7,"Maxar Technologies
3.7","Springfield, VA","Westminster, CO","5001 - 10000 ",-1,"Company - Public","Aerospace & Defense","Aerospace & Defense","$2 to $5 billion (USD)","-1","Maxar Technologies",-1
"425",759,2.8,"ICW Group
2.8","San Diego, CA","San Diego, CA","501 - 1000 ",1972,"Company - Private","Insurance Carriers","Insurance","$500 million to $1 billion (USD)","Liberty Mutual Insurance, EMPLOYERS, Travelers","ICW Group",49
"426",768,3,"Exelixis
3.0","Alameda, CA","Alameda, CA","501 - 1000 ",1994,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable","Genentech, Novartis, AstraZeneca","Exelixis",27
"427",777,4,"Pfizer
4.0","Cambridge, MA","New York, NY","10000+ ",1849,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)","-1","Pfizer",172
"428",780,3,"Exelixis
3.0","Alameda, CA","Alameda, CA","501 - 1000 ",1994,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable","Genentech, Novartis, AstraZeneca","Exelixis",27
"429",782,4.2,"Grand Rounds
4.2","San Francisco, CA","San Francisco, CA","501 - 1000 ",2011,"Company - Private","Health Care Services & Hospitals","Health Care","Unknown / Non-Applicable","-1","Grand Rounds",10
"430",784,3.5,"SPINS, LLC
3.5","Chicago, IL","Chicago, IL","201 - 500 ",1995,"Company - Private","Consulting","Business Services","$50 to $100 million (USD)","-1","SPINS, LLC",26
"431",788,3.3,"DTCC
3.3","Jersey City, NJ","New York, NY","1001 - 5000 ",1973,"Company - Private","Brokerage Services","Finance","$1 to $2 billion (USD)","-1","DTCC",48
"432",799,3.9,"AstraZeneca
3.9","Gaithersburg, MD","Cambridge, United Kingdom","10000+ ",1913,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)","Roche, GlaxoSmithKline, Novartis","AstraZeneca",108
"433",803,3.7,"Carilion Clinic
3.7","Roanoke, VA","Roanoke, VA","10000+ ",1899,"Nonprofit Organization","Health Care Services & Hospitals","Health Care","$1 to $2 billion (USD)","-1","Carilion Clinic",122
"434",808,3.2,"DoubleVerify
3.2","New York, NY","New York, NY","201 - 500 ",2008,"Company - Private","Internet","Information Technology","Unknown / Non-Applicable","-1","DoubleVerify",13
"435",809,4.6,"Mitsubishi Electric Research Labs
4.6","Cambridge, MA","Cambridge, MA","51 - 200 ",1991,"Subsidiary or Business Segment","Research & Development","Business Services","$5 to $10 million (USD)","Google, Amazon, NVIDIA","Mitsubishi Electric Research Labs",30
"436",811,2.2,"Rodan and Fields, LLC
2.2","San Francisco, CA","San Francisco, CA","501 - 1000 ",2002,"Company - Private","Beauty & Personal Accessories Stores","Retail","Unknown / Non-Applicable","-1","Rodan and Fields, LLC",19
"437",815,4.6,"Mitsubishi Electric Research Labs
4.6","Cambridge, MA","Cambridge, MA","51 - 200 ",1991,"Subsidiary or Business Segment","Research & Development","Business Services","$5 to $10 million (USD)","Google, Amazon, NVIDIA","Mitsubishi Electric Research Labs",30
"438",816,2.6,"Software Engineering Institute
2.6","Pittsburgh, PA","Pittsburgh, PA","501 - 1000 ",1984,"College / University","Colleges & Universities","Education","Unknown / Non-Applicable","-1","Software Engineering Institute",37
"439",817,3.4,"DESC
3.4","Seattle, WA","Seattle, WA","501 - 1000 ",1979,"Nonprofit Organization","Social Assistance","Non-Profit","$25 to $50 million (USD)","-1","DESC",42
"440",818,3.3,"Johns Hopkins Health Care
3.3","Glen Burnie, MD","Baltimore, MD","1001 - 5000 ",1889,"Company - Private","Health Care Services & Hospitals","Health Care","$500 million to $1 billion (USD)","MedStar Health, University of Maryland Medical Center, LifeBridge Health","Johns Hopkins Health Care",132
"441",819,-1,"Kronos Bio","Cambridge, MA","San Mateo, CA","unknown",-1,"Company - Private","-1","-1","Unknown / Non-Applicable","-1","Kronos Bi",-1
"442",820,3.7,"Community Behavioral Health
3.7","Philadelphia, PA","Phila, PA","201 - 500 ",1994,"Company - Private","Health Care Services & Hospitals","Health Care","$500 million to $1 billion (USD)","-1","Community Behavioral Health",27
"443",821,3.5,"Western Digital
3.5","Milpitas, CA","San Jose, CA","10000+ ",1970,"Company - Public","Computer Hardware & Software","Information Technology","$10+ billion (USD)","Seagate Technology, Toshiba","Western Digital",51
"444",822,2.7,"Advanced BioScience Laboratories
2.7","Rockville, MD","Rockville, MD","201 - 500 ",1961,"Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$25 to $50 million (USD)","-1","Advanced BioScience Laboratories",60
"445",823,3.8,"FORMA THERAPEUTICS
3.8","Watertown, MA","Watertown, MA","51 - 200 ",2008,"Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10 to $25 million (USD)","-1","FORMA THERAPEUTICS",13
"446",824,3.7,"Raytheon
3.7","Cambridge, MD","Waltham, MA","10000+ ",1922,"Company - Public","Aerospace & Defense","Aerospace & Defense","$10+ billion (USD)","-1","Raytheon",99
"447",825,3.8,"Agios Pharmaceuticals
3.8","Cambridge, MA","Cambridge, MA","501 - 1000 ",2008,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$50 to $100 million (USD)","-1","Agios Pharmaceuticals",13
"448",826,3.3,"Liberty Mutual Insurance
3.3","Boston, MA","Boston, MA","10000+ ",1912,"Company - Private","Insurance Carriers","Insurance","$10+ billion (USD)","Travelers, Allstate, State Farm","Liberty Mutual Insurance",109
"449",827,2.7,"Bridg
2.7","Los Angeles, CA","Los Angeles, CA","1 - 50 ",2011,"Company - Private","Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable","-1","Bridg",10
"450",831,3.9,"AstraZeneca
3.9","Gaithersburg, MD","Cambridge, United Kingdom","10000+ ",1913,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)","Roche, GlaxoSmithKline, Novartis","AstraZeneca",108
"451",837,3.6,"TRANZACT
3.6","Fort Lee, NJ","Fort Lee, NJ","1001 - 5000 ",1989,"Company - Private","Advertising & Marketing","Business Services","Unknown / Non-Applicable","-1","TRANZACT",32
"452",839,3.5,"Charter Spectrum
3.5","Maryland Heights, MO","North Salt Lake, UT","1 - 50 ",-1,"School / School District","K-12 Education","Education","$5 to $10 million (USD)","-1","Charter Spectrum",-1
"453",863,3.4,"CompQsoft
3.4","Washington, DC","Houston, TX","51 - 200 ",1997,"Company - Private","Consulting","Business Services","$10 to $25 million (USD)","-1","CompQsoft",24
"454",879,4.3,"Solugenix Corporation
4.3","Phoenix, AZ","Brea, CA","201 - 500 ",1969,"Company - Private","IT Services","Information Technology","$50 to $100 million (USD)","-1","Solugenix Corporation",52
"455",880,2.6,"West Coast University
2.6","Irvine, CA","Irvine, CA","10000+ ",1997,"Company - Private","Colleges & Universities","Education","Unknown / Non-Applicable","-1","West Coast University",24
"456",884,3.8,"SoftBank Robotics
3.8","San Francisco, CA","Paris, France","201 - 500 ",2005,"Subsidiary or Business Segment","Consumer Products Manufacturing","Manufacturing","$25 to $50 million (USD)","-1","SoftBank Robotics",16
"457",892,3.2,"MITRE
3.2","McLean, VA","Bedford, MA","5001 - 10000 ",1958,"Nonprofit Organization","Federal Agencies","Government","$1 to $2 billion (USD)","Battelle, General Atomics, SAIC","MITRE",63
"458",893,5,"SkySync
5.0","Ann Arbor, MI","Ann Arbor, MI","51 - 200 ",2011,"Company - Private","Computer Hardware & Software","Information Technology","Unknown / Non-Applicable","-1","SkySync",10
"459",896,4.3,"Medidata Solutions
4.3","New York, NY","New York, NY","1001 - 5000 ",1999,"Company - Public","Enterprise Software & Network Solutions","Information Technology","$500 million to $1 billion (USD)","Oracle","Medidata Solutions",22
"460",901,3.4,"DatamanUSA, LLC
3.4","Olympia, WA","Centennial, CO","51 - 200 ",-1,"Company - Private","IT Services","Information Technology","$5 to $10 million (USD)","-1","DatamanUSA, LLC",-1
"461",928,4,"23andMe
4.0","South San Francisco, CA","Sunnyvale, CA","501 - 1000 ",2006,"Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable","Ancestry, Verily Life Sciences, Abbott Laboratories","23andMe",15
"462",945,4.1,"CK-12 Foundation
4.1","Palo Alto, CA","Palo Alto, CA","1 - 50 ",2007,"Company - Private","K-12 Education","Education","Unknown / Non-Applicable","-1","CK-12 Foundation",14
"463",948,3.9,"Fivestars
3.9","San Francisco, CA","San Francisco, CA","201 - 500 ",2011,"Company - Private","Internet","Information Technology","$100 to $500 million (USD)","Belly, SpotOn","Fivestars",10
